symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
MSFT,2020-07-02,206.26,208.02,205.0,205.68,29322547,204.2750946856,206.0181576481,203.0272200647,203.7006762093,29322547,0.0,1.0
MSFT,2020-07-06,210.7,211.13,208.09,208.83,32033747,208.6723671592,209.098229133,206.0874840159,206.8203627615,32033747,0.0,1.0
MSFT,2020-07-07,208.25,214.67,207.99,210.45,33600749,206.2459442852,212.6041625916,205.9884463476,208.4247729883,33600749,0.0,1.0
MSFT,2020-07-08,212.83,213.26,208.69,210.07,33602226,210.7818694945,211.2077314683,206.6817100258,208.0484298487,33602226,0.0,1.0
MSFT,2020-07-09,214.32,216.38,211.47,216.33,33122280,212.2575307525,214.29770672,209.4349572053,214.2481878858,33122280,0.0,1.0
MSFT,2020-07-10,213.67,214.08,211.08,213.62,26178663,211.6137859084,212.0198403485,209.0487102988,211.5642670742,26178663,0.0,1.0
MSFT,2020-07-13,207.07,215.8,206.5,214.48,38135816,205.077299799,213.7232882437,204.5127850895,212.4159910218,38135816,0.0,1.0
MSFT,2020-07-14,208.35,208.85,202.03,206.13,37598121,206.3449819535,206.8401702952,200.0858013154,204.1463457167,37598121,0.0,1.0
MSFT,2020-07-15,208.04,211.33,205.03,209.56,32248893,206.0379651817,209.2963044696,203.0569313652,207.5433377403,32248893,0.0,1.0
MSFT,2020-07-16,203.92,205.7,202.31,205.4,29940718,201.9576132468,203.7204837429,200.3631067868,203.423370738,29940718,0.0,1.0
MSFT,2020-07-17,202.88,205.04,201.39,204.47,31636070,200.9276214962,203.066835132,199.4519602382,202.5023204226,31636070,0.0,1.0
MSFT,2020-07-20,211.6,212.3,203.01,205.0,36386080,209.5637061741,210.2569698523,201.056370465,203.0272200647,36386080,0.0,1.0
MSFT,2020-07-21,208.75,213.94,208.03,213.66,37702523,206.7411326268,211.8811876129,206.0280614149,211.6038821416,37702523,0.0,1.0
MSFT,2020-07-22,211.75,212.3,208.39,209.2,49605692,209.7122626766,210.2569698523,206.3845970209,207.1868021343,49605692,0.0,1.0
MSFT,2020-07-23,202.54,210.92,202.15,207.19,67457035,200.5908934239,208.8902500295,200.2046465174,205.196145001,67457035,0.0,1.0
MSFT,2020-07-24,201.3,202.86,197.51,200.42,39826989,199.3628263367,200.9078139625,195.6092987072,198.4912948554,39826989,0.0,1.0
MSFT,2020-07-27,203.85,203.97,200.86,201.47,30160867,201.8882868789,202.0071320809,198.9270605961,199.5311903728,30160867,0.0,1.0
MSFT,2020-07-28,202.02,204.7,201.74,203.61,23251388,200.0758975486,202.7301070597,199.7985920773,201.650596475,23251388,0.0,1.0
MSFT,2020-07-29,204.06,204.65,202.01,202.5,19632602,202.0962659824,202.6805882255,200.0659937818,200.5512783566,19632602,0.0,1.0
MSFT,2020-07-30,203.9,204.46,199.57,201.0,25079596,201.9378057131,202.4924166557,197.6494746747,199.0657133317,25079596,0.0,1.0
MSFT,2020-07-31,205.01,205.1,199.01,204.4,51247969,203.0371238315,203.126257733,197.0948637321,202.4329940547,51247969,0.0,1.0
MSFT,2020-08-03,216.54,217.64,210.44,211.52,78983009,214.4561669893,215.5455813409,208.4148692215,209.4844760394,78983009,0.0,1.0
MSFT,2020-08-04,213.29,214.77,210.31,214.17,49280056,211.2374427688,212.70320026,208.2861202527,212.10897425,49280056,0.0,1.0
MSFT,2020-08-05,212.94,215.0,211.57,214.9,28858621,210.8908109296,212.9309868971,209.5339948736,212.8319492288,28858621,0.0,1.0
MSFT,2020-08-06,216.35,216.3705,211.55,212.34,32656843,214.2679954195,214.2882981415,209.5141873399,210.2965849197,32656843,0.0,1.0
MSFT,2020-08-07,212.48,215.7,210.93,214.85,27820421,210.4352376553,213.6242505754,208.9001537963,212.7824303946,27820421,0.0,1.0
MSFT,2020-08-10,208.25,211.88,206.35,211.67,36716462,206.2459442852,209.8410116454,204.3642285871,209.6330325419,36716462,0.0,1.0
MSFT,2020-08-11,203.38,207.65,203.14,207.155,36446459,201.4228098378,205.6517182753,201.1851194338,205.1614818171,36446459,0.0,1.0
MSFT,2020-08-12,209.19,210.28,204.75,205.29,28041364,207.1768983675,208.2564089522,202.7796258939,203.3144293028,28041364,0.0,1.0
MSFT,2020-08-13,208.7,211.35,208.15,209.44,22588870,206.6916137927,209.3161120033,206.1469066169,207.4244925383,22588870,0.0,1.0
MSFT,2020-08-14,208.9,209.59,207.51,208.76,17958936,206.8896891293,207.5730490408,205.5130655396,206.7510363937,17958936,0.0,1.0
MSFT,2020-08-17,210.28,211.1874,208.915,209.6,20063496,208.2564089522,209.1550767546,206.9045447796,207.5829528076,20063496,0.0,1.0
MSFT,2020-08-18,211.49,212.36,209.21,210.53,21336167,209.4547647389,210.3163924533,207.1967059011,208.504003123,21336167,0.0,1.0
MSFT,2020-08-19,209.7,212.1,209.25,211.49,27627561,208.1870825844,210.5697673636,207.7403291883,209.9641683155,27627561,0.51,1.0
MSFT,2020-08-20,214.58,215.0,208.91,209.54,26981478,213.0318749688,213.4488448051,207.4027821779,208.0282369324,26981478,0.0,1.0
MSFT,2020-08-21,213.02,216.25,212.85,213.86,36249319,211.4831298623,214.689826461,211.3143563571,212.317069535,36249319,0.0,1.0
MSFT,2020-08-24,213.69,215.52,212.43,214.79,25460147,212.1482960298,213.965093174,210.8973865207,213.240359887,25460147,0.0,1.0
MSFT,2020-08-25,216.47,216.61,213.1,213.1,23043696,214.9082392324,215.0472291779,211.5625526883,211.5625526883,23043696,0.0,1.0
MSFT,2020-08-26,221.15,222.09,217.36,217.88,39600828,219.5544745519,220.4876927571,215.7918181714,216.3080665402,39600828,0.0,1.0
MSFT,2020-08-27,226.58,231.15,219.4,222.89,57602195,224.9452988649,229.4823277987,217.8171002337,221.2819210168,57602195,0.0,1.0
MSFT,2020-08-28,228.91,230.644,226.58,228.18,26292896,227.2584886714,228.9799784244,224.9452988649,226.5337553844,26292896,0.0,1.0
MSFT,2020-08-31,225.53,228.7,224.31,227.0,28774156,223.902874274,227.0500037532,222.6916761779,225.3622687012,28774156,0.0,1.0
MSFT,2020-09-01,227.27,227.45,224.43,225.51,25791235,225.6303207389,225.8090220974,222.8108104168,223.8830185675,25791235,0.0,1.0
MSFT,2020-09-02,231.65,232.86,227.35,227.97,34080839,229.978720461,231.1799907038,225.7097435649,226.3252704662,34080839,0.0,1.0
MSFT,2020-09-03,217.3,229.31,214.9602,229.27,58400288,215.7322510519,227.6556028012,213.4093319492,227.6158913883,58400288,0.0,1.0
MSFT,2020-09-04,214.25,218.3599,205.19,215.1,59664072,212.7042558116,216.7845042175,203.7096207701,213.5481233376,59664072,0.0,1.0
MSFT,2020-09-08,202.66,210.03,202.2,206.5,52924330,201.1978738987,208.5147017415,200.7411926493,205.0101695454,52924330,0.0,1.0
MSFT,2020-09-09,211.29,214.8399,206.7,207.6,45678986,209.7656112506,213.2898998747,205.2087266103,206.1022334026,45678986,0.0,1.0
MSFT,2020-09-10,205.37,214.74,204.11,213.4,35461514,203.8883221285,213.1907206207,202.6374126194,211.8603882857,35461514,0.0,1.0
MSFT,2020-09-11,204.03,208.63,201.24,207.2,33620073,202.5579897935,207.124802287,199.7881187376,205.7051192727,33620073,0.0,1.0
MSFT,2020-09-14,205.41,209.2,204.03,204.24,30375768,203.9280335415,207.690689922,202.5579897935,202.7664747116,30375768,0.0,1.0
MSFT,2020-09-15,208.78,209.78,206.93,208.42,21823942,207.2737200857,208.2665054103,205.437067235,206.9163173688,21823942,0.0,1.0
MSFT,2020-09-16,205.05,210.65,204.64,210.62,26372464,203.5706308246,209.1302286428,203.1635888415,209.1004450831,26372464,0.0,1.0
MSFT,2020-09-17,202.91,204.33,199.96,200.05,34011257,201.4460702298,202.8558253909,198.517353522,198.6067042013,34011257,0.0,1.0
MSFT,2020-09-18,200.39,203.65,196.25,202.8,55225326,198.9442512116,202.1807313701,194.8341199675,201.3368638441,55225326,0.0,1.0
MSFT,2020-09-21,202.54,202.71,196.38,197.19,39839657,201.0787396597,201.2475131649,194.9631820597,195.7673381727,39839657,0.0,1.0
MSFT,2020-09-22,207.42,208.1,202.075,205.06,33517065,205.9235320441,206.5986260649,200.6170944837,203.5805586779,33517065,0.0,1.0
MSFT,2020-09-23,200.59,208.1,200.03,207.9,30803780,199.1428082766,206.5986260649,198.5868484948,206.400069,30803780,0.0,1.0
MSFT,2020-09-24,203.19,205.57,199.2,199.85,31202493,201.7240501207,204.0868791935,197.7628366753,198.4081471363,31202493,0.0,1.0
MSFT,2020-09-25,207.82,209.04,202.54,203.55,29437312,206.320646174,207.5318442701,201.0787396597,202.0814528376,29437312,0.0,1.0
MSFT,2020-09-28,209.44,212.57,208.06,210.88,32004936,207.9289584,211.0363764662,206.5589146519,209.3585692675,32004936,0.0,1.0
MSFT,2020-09-29,207.26,210.07,206.81,209.35,24464472,205.7646863922,208.5544131545,205.3179329961,207.8396077207,24464472,0.0,1.0
MSFT,2020-09-30,210.33,211.98,206.54,207.73,33829088,208.8125373389,210.4506331246,205.0498809584,206.2312954948,33829088,0.0,1.0
MSFT,2020-10-01,212.46,213.99,211.32,213.49,27158418,210.9271700805,212.4461316272,209.7953948103,211.9497389649,27158418,0.0,1.0
MSFT,2020-10-02,206.19,210.99,205.54,208.0,33154781,204.7024060948,209.4677756532,204.0570956337,206.4993475324,33154781,0.0,1.0
MSFT,2020-10-05,210.38,210.41,206.98,207.22,21331561,208.8621766051,208.8919601649,205.4867065013,205.7249749792,21331561,0.0,1.0
MSFT,2020-10-06,205.91,210.18,204.82,208.82,28554261,204.4244262039,208.6636195402,203.3422902,207.3134314987,28554261,0.0,1.0
MSFT,2020-10-07,209.83,210.11,206.72,207.06,25681054,208.3161446766,208.5941245675,205.2285823168,205.5661293272,25681054,0.0,1.0
MSFT,2020-10-08,210.58,211.19,208.32,210.51,19925837,209.0607336701,209.6663327181,206.8170388363,208.9912386974,19925837,0.0,1.0
MSFT,2020-10-09,215.81,215.86,211.23,211.23,26458047,214.2530009181,214.3026401844,209.7060441311,209.7060441311,26458047,0.0,1.0
MSFT,2020-10-12,221.4,223.86,216.81,218.79,40461368,219.8026708831,222.2449227818,215.2457862428,217.2115011857,40461368,0.0,1.0
MSFT,2020-10-13,222.86,225.21,220.43,222.72,28950843,221.2521374571,223.5851829701,218.8396691181,221.1131475116,28950843,0.0,1.0
MSFT,2020-10-14,220.86,224.22,219.13,223.0,23451713,219.2665668077,222.6023254987,217.5490481961,221.3911274025,23451713,0.0,1.0
MSFT,2020-10-15,219.66,220.36,216.01,217.1,22733064,218.0752244181,218.7701741454,214.4515579831,215.533693987,22733064,0.0,1.0
MSFT,2020-10-16,219.66,222.29,219.32,220.15,26057882,218.0752244181,220.686249822,217.7376774077,218.5616892272,26057882,0.0,1.0
MSFT,2020-10-19,214.22,222.3,213.72,220.415,27625841,212.6744722519,220.6961776753,212.1780795896,218.8247773383,27625841,0.0,1.0
MSFT,2020-10-20,214.65,217.37,213.0901,215.8,22753511,213.1013699415,215.8017460246,211.5527241135,214.2430730649,22753511,0.0,1.0
MSFT,2020-10-21,214.8,216.92,213.12,213.12,22724906,213.2502877402,215.3549926285,211.5824083948,211.5824083948,22724906,0.0,1.0
MSFT,2020-10-22,214.89,216.055,211.7,213.93,22351450,213.3396384194,214.4962333227,210.1726532337,212.3865645077,22351450,0.0,1.0
MSFT,2020-10-23,216.23,216.28,213.16,215.03,18879608,214.6699707545,214.7196100207,211.6221198077,213.4786283649,18879608,0.0,1.0
MSFT,2020-10-26,210.08,216.3399,208.1,213.85,37111561,208.5643410077,214.7790778617,206.5986260649,212.3071416818,37111561,0.0,1.0
MSFT,2020-10-27,213.25,214.67,210.329,211.59,36700325,211.711470487,213.121225648,208.8115445536,210.063446848,36700325,0.0,1.0
MSFT,2020-10-28,202.68,208.84,202.1,207.67,51195593,201.2177296051,207.3332872051,200.6419141168,206.1717283753,51195593,0.0,1.0
MSFT,2020-10-29,204.72,207.36,203.37,204.07,31432563,203.2430116675,205.8639649246,201.9027514792,202.5977012064,31432563,0.0,1.0
MSFT,2020-10-30,202.47,204.29,199.62,203.5,36980111,201.009244687,202.8161139779,198.1798065116,202.0318135714,36980111,0.0,1.0
MSFT,2020-11-02,202.33,205.28,200.12,204.29,30842163,200.8702547415,203.7989714493,198.676199174,202.8161139779,30842163,0.0,1.0
MSFT,2020-11-03,206.43,208.12,203.12,203.89,27512030,204.9406745727,206.6184817714,201.654555148,202.418999848,27512030,0.0,1.0
MSFT,2020-11-04,216.39,218.32,212.4185,214.02,42311777,214.8288164064,216.7448920831,210.8859694895,212.475915187,42311777,0.0,1.0
MSFT,2020-11-05,223.29,224.12,221.15,222.04,36080137,221.6790351467,222.5030469662,219.5544745519,220.4380534909,36080137,0.0,1.0
MSFT,2020-11-06,223.72,224.36,218.03,222.26,25231895,222.1059328363,222.7413154441,216.4569843389,220.6564662623,25231895,0.0,1.0
MSFT,2020-11-09,218.39,228.12,217.88,224.435,44394950,216.8143870558,226.4741882649,216.3080665402,222.8157743435,44394950,0.0,1.0
MSFT,2020-11-10,211.01,216.5,209.72,214.5,44045120,209.4876313597,214.9380227922,208.2069382909,212.9524521428,44045120,0.0,1.0
MSFT,2020-11-11,216.55,218.04,212.2,212.39,29440788,214.9876620584,216.4669121922,210.6690458961,210.8576751077,29440788,0.0,1.0
MSFT,2020-11-12,215.44,219.11,214.46,217.21,21616115,213.885670348,217.5291924896,212.9127407298,215.6429003727,21616115,0.0,1.0
MSFT,2020-11-13,216.51,217.42,214.16,216.36,18630307,214.9479506454,215.8513852909,212.6149051324,214.7990328467,18630307,0.0,1.0
MSFT,2020-11-16,217.23,217.74,214.52,214.87,24953344,215.6627560792,216.1690765948,212.9723078493,213.3197827129,24953344,0.0,1.0
MSFT,2020-11-17,214.46,217.68,214.08,216.1,24154112,212.9127407298,216.1095094753,212.5354823064,214.5409086623,24154112,0.0,1.0
MSFT,2020-11-18,211.08,215.17,210.93,213.65,28372789,210.1130861142,214.1843506689,209.9637732333,212.671313475,28372789,0.56,1.0
MSFT,2020-11-19,212.42,213.03,209.93,211.38,24792746,211.446947851,212.054153567,208.9683540267,210.4117118762,24792746,0.0,1.0
MSFT,2020-11-20,210.39,213.285,210.0,212.2,22843119,209.4262468617,212.3079854646,209.0380333712,211.2279556256,22843119,0.0,1.0
MSFT,2020-11-23,210.11,212.29,208.16,210.95,25683507,209.1475294839,211.3175433541,207.2064620312,209.9836816174,25683507,0.0,1.0
MSFT,2020-11-24,213.86,214.25,208.86,209.59,33830438,212.8803515084,213.2685649989,207.9032554757,208.6299114965,33830438,0.0,1.0
MSFT,2020-11-25,213.87,215.29,212.46,215.11,21012887,212.8903057005,214.3038009737,211.4867646192,214.1246255166,21012887,0.0,1.0
MSFT,2020-11-27,215.23,216.27,214.04,214.85,14512213,214.2440758213,215.2793117961,213.0595269656,213.8658165229,14512213,0.0,1.0
MSFT,2020-11-30,214.07,214.76,210.835,214.1,33064753,213.0893895418,213.7762287943,209.8692084086,213.119252118,33064753,0.0,1.0
MSFT,2020-12-01,216.21,217.32,213.35,214.51,30498026,215.2195866437,216.324501963,212.3726877131,213.5273739926,30498026,0.0,1.0
MSFT,2020-12-02,215.37,215.47,212.8,214.88,23724509,214.3834345102,214.4829764309,211.8252071495,213.8956790991,23724509,0.0,1.0
MSFT,2020-12-03,214.24,216.3757,213.65,214.61,25120922,213.2586108069,215.3845276063,212.671313475,213.6269159133,25120922,0.0,1.0
MSFT,2020-12-04,214.36,215.38,213.18,214.22,24666039,213.3780611117,214.3933887023,212.203466448,213.2387024227,24666039,0.0,1.0
MSFT,2020-12-07,214.29,215.54,212.99,214.37,24619997,213.3083817672,214.5526557754,212.0143367987,213.3880153037,24619997,0.0,1.0
MSFT,2020-12-08,216.01,216.95,212.89,213.97,23284094,215.0205028024,215.9561968566,211.9147948781,212.9898476211,23284094,0.0,1.0
MSFT,2020-12-09,211.8,215.225,211.214,215.16,32440603,210.8297879429,214.2390987253,210.2464722879,214.1743964769,32440603,0.0,1.0
MSFT,2020-12-10,210.52,213.08,210.36,211.77,26467017,209.5556513586,212.1039245273,209.3963842855,210.7999253667,26467017,0.0,1.0
MSFT,2020-12-11,213.26,213.32,209.11,210.05,30979440,212.2830999845,212.3428251369,208.1521102774,209.0878043315,30979440,0.0,1.0
MSFT,2020-12-14,214.2,216.21,212.88,213.1,28798379,213.2187940386,215.2195866437,211.904840686,212.1238329114,28798379,0.0,1.0
MSFT,2020-12-15,214.13,215.42,212.24,215.165,27018106,213.1491146942,214.4332054706,211.2677723938,214.1793735729,27018106,0.0,1.0
MSFT,2020-12-16,219.28,220.11,214.72,214.75,35023253,218.2755236078,219.1017215492,213.736412026,213.7662746022,35023253,0.0,1.0
MSFT,2020-12-17,219.42,220.89,217.92,219.87,32515784,218.4148822967,219.8781485303,216.9217534869,218.8628209396,32515784,0.0,1.0
MSFT,2020-12-18,218.59,219.69,216.02,218.59,63354922,217.5886843553,218.6836454825,215.0304569945,217.5886843553,63354922,0.0,1.0
MSFT,2020-12-21,222.59,224.0,217.2801,217.55,37181886,221.5703611814,222.9739022626,216.2847847366,216.5534483805,37181886,0.0,1.0
MSFT,2020-12-22,223.94,225.63,221.85,222.69,22643397,222.9141771102,224.5964355692,220.8337509686,221.669903102,22643397,0.0,1.0
MSFT,2020-12-23,221.02,223.5589,220.8,223.11,18699638,220.0075530271,222.5348228506,219.7885608017,222.0879791688,18699638,0.0,1.0
MSFT,2020-12-24,222.75,223.61,221.2,221.42,10550572,221.7296282544,222.5856887721,220.1867284843,220.4057207098,10550572,0.0,1.0
MSFT,2020-12-28,224.96,226.03,223.02,224.45,17762701,223.9295047009,224.9946032519,221.9983914402,223.4218409055,17762701,0.0,1.0
MSFT,2020-12-29,224.15,227.18,223.58,226.31,17403213,223.1232151436,226.1393353394,222.5558261959,225.2733206297,17403213,0.0,1.0
MSFT,2020-12-30,221.68,225.63,221.47,225.23,20272337,220.6645297035,224.5964355692,220.4554916701,224.1982678866,20272337,0.0,1.0
MSFT,2020-12-31,222.42,223.0,219.68,221.7,20942132,221.4011399163,221.9784830561,218.6736912904,220.6844380876,20942132,0.0,1.0
